ID,Incomplete,Quantity-Unit,DV-Unit,DS1-Theta_0,DS2-Theta_0,DS3-Theta_0,DS4-Theta_0
HUEF.H.S.bur.B.sup.1.35-Cost,0,1 EA,loss_ratio,0.035,0.091,0.399,1.0
HUEF.H.S.bur.B.sup.1.70-Cost,0,1 EA,loss_ratio,0.047,0.057,0.44,0.456
HUEF.H.S.bur.C.std.0.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.305,0.975
HUEF.H.S.bur.C.std.0.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.407,1.0
HUEF.H.S.bur.C.std.0.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.328,0.959
HUEF.H.S.bur.C.std.0.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.391,1.0
HUEF.H.S.bur.C.std.0.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.335,1.0
HUEF.H.S.bur.C.std.1.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.312,0.942
HUEF.H.S.bur.C.std.1.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.391,1.0
HUEF.H.S.bur.C.std.1.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.289,0.95
HUEF.H.S.bur.C.std.1.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.374,0.996
HUEF.H.S.bur.C.std.1.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.342,0.984
HUEF.H.S.bur.C.sup.0.100-Cost,0,1 EA,loss_ratio,0.001,0.042,0.311,0.582
HUEF.H.S.bur.C.sup.0.15-Cost,0,1 EA,loss_ratio,0.001,0.068,0.302,0.992
HUEF.H.S.bur.C.sup.0.3-Cost,0,1 EA,loss_ratio,0.018,0.046,0.535,0.996
HUEF.H.S.bur.C.sup.0.35-Cost,0,1 EA,loss_ratio,0.001,0.051,0.334,0.928
HUEF.H.S.bur.C.sup.0.70-Cost,0,1 EA,loss_ratio,0.004,0.046,0.315,0.576
HUEF.H.S.bur.C.sup.1.100-Cost,0,1 EA,loss_ratio,0.034,0.081,0.423,0.425
HUEF.H.S.bur.C.sup.1.15-Cost,0,1 EA,loss_ratio,0.068,0.083,0.488,1.0
HUEF.H.S.bur.C.sup.1.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.472,0.748
HUEF.H.S.bur.C.sup.1.35-Cost,0,1 EA,loss_ratio,0.051,0.08,0.464,1.0
HUEF.H.S.bur.C.sup.1.70-Cost,0,1 EA,loss_ratio,0.045,0.075,0.44,0.484
HUEF.H.S.bur.D.std.0.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.206,1.0
HUEF.H.S.bur.D.std.0.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.266,0.952
HUEF.H.S.bur.D.std.0.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.245,0.952
HUEF.H.S.bur.D.std.0.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.247,0.914
HUEF.H.S.bur.D.std.0.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.216,0.927
HUEF.H.S.bur.D.std.1.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.205,1.0
HUEF.H.S.bur.D.std.1.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.288,0.872
HUEF.H.S.bur.D.std.1.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.308,0.935
HUEF.H.S.bur.D.std.1.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.253,0.832
HUEF.H.S.bur.D.std.1.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.218,1.0
HUEF.H.S.bur.D.sup.0.100-Cost,0,1 EA,loss_ratio,0.013,0.015,0.402,0.526
HUEF.H.S.bur.D.sup.0.15-Cost,0,1 EA,loss_ratio,0.011,0.013,0.401,0.879
HUEF.H.S.bur.D.sup.0.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.553,0.953
HUEF.H.S.bur.D.sup.0.35-Cost,0,1 EA,loss_ratio,0.015,0.017,0.371,1.0
HUEF.H.S.bur.D.sup.0.70-Cost,0,1 EA,loss_ratio,0.012,0.014,0.383,0.712
HUEF.H.S.bur.D.sup.1.100-Cost,0,1 EA,loss_ratio,0.013,0.04,0.258,0.311
HUEF.H.S.bur.D.sup.1.15-Cost,0,1 EA,loss_ratio,0.008,0.04,0.334,0.774
HUEF.H.S.bur.D.sup.1.3-Cost,0,1 EA,loss_ratio,0.017,0.019,0.351,1.0
HUEF.H.S.bur.D.sup.1.35-Cost,0,1 EA,loss_ratio,0.017,0.019,0.354,0.668
HUEF.H.S.bur.D.sup.1.70-Cost,0,1 EA,loss_ratio,0.009,0.084,0.243,0.26
HUEF.H.S.spm.A.std.0.100-Cost,0,1 EA,loss_ratio,0.001,0.016,0.018,0.958
HUEF.H.S.spm.A.std.0.15-Cost,0,1 EA,loss_ratio,0.003,0.018,0.02,0.996
HUEF.H.S.spm.A.std.0.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.365,0.955
HUEF.H.S.spm.A.std.0.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.992
HUEF.H.S.spm.A.std.0.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.994
HUEF.H.S.spm.A.std.1.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.306,0.912
HUEF.H.S.spm.A.std.1.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.343,0.992
HUEF.H.S.spm.A.std.1.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.331,0.941
HUEF.H.S.spm.A.std.1.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.349,0.959
HUEF.H.S.spm.A.std.1.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.328,0.935
HUEF.H.S.spm.A.sup.0.100-Cost,0,1 EA,loss_ratio,0.007,0.01,0.012,0.61
HUEF.H.S.spm.A.sup.0.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.904
HUEF.H.S.spm.A.sup.0.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.532,1.0
HUEF.H.S.spm.A.sup.0.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.005,0.849
HUEF.H.S.spm.A.sup.0.70-Cost,0,1 EA,loss_ratio,0.006,0.008,0.01,0.674
HUEF.H.S.spm.A.sup.1.100-Cost,0,1 EA,loss_ratio,0.025,0.027,0.466,0.783
HUEF.H.S.spm.A.sup.1.15-Cost,0,1 EA,loss_ratio,0.042,0.044,0.5,1.0
HUEF.H.S.spm.A.sup.1.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.414,1.0
HUEF.H.S.spm.A.sup.1.35-Cost,0,1 EA,loss_ratio,0.03,0.032,0.498,1.0
HUEF.H.S.spm.A.sup.1.70-Cost,0,1 EA,loss_ratio,0.024,0.027,0.481,0.957
HUEF.H.S.spm.B.std.0.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.169,0.978
HUEF.H.S.spm.B.std.0.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.225,1.0
HUEF.H.S.spm.B.std.0.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.349,0.958
HUEF.H.S.spm.B.std.0.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.211,1.0
HUEF.H.S.spm.B.std.0.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.183,1.0
HUEF.H.S.spm.B.std.1.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.322,0.949
HUEF.H.S.spm.B.std.1.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.368,0.999
HUEF.H.S.spm.B.std.1.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.323,0.945
HUEF.H.S.spm.B.std.1.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.347,1.0
HUEF.H.S.spm.B.std.1.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.329,1.0
HUEF.H.S.spm.B.sup.0.100-Cost,0,1 EA,loss_ratio,0.001,0.01,0.04,0.785
HUEF.H.S.spm.B.sup.0.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.132,1.0
HUEF.H.S.spm.B.sup.0.3-Cost,0,1 EA,loss_ratio,0.008,0.01,0.56,1.0
HUEF.H.S.spm.B.sup.0.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.035,0.986
HUEF.H.S.spm.B.sup.0.70-Cost,0,1 EA,loss_ratio,0.001,0.006,0.03,0.827
HUEF.H.S.spm.B.sup.1.100-Cost,0,1 EA,loss_ratio,0.03,0.047,0.44,0.465
HUEF.H.S.spm.B.sup.1.15-Cost,0,1 EA,loss_ratio,0.041,0.043,0.538,1.0
HUEF.H.S.spm.B.sup.1.3-Cost,0,1 EA,loss_ratio,0.004,0.006,0.429,0.75
HUEF.H.S.spm.B.sup.1.35-Cost,0,1 EA,loss_ratio,0.036,0.06,0.488,1.0
HUEF.H.S.spm.B.sup.1.70-Cost,0,1 EA,loss_ratio,0.025,0.027,0.44,0.538
HUEF.H.S.spm.C.std.0.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.326,0.977
HUEF.H.S.spm.C.std.0.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.413,1.0
HUEF.H.S.spm.C.std.0.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.324,0.963
HUEF.H.S.spm.C.std.0.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.405,0.997
HUEF.H.S.spm.C.std.0.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.364,0.987
HUEF.H.S.spm.C.std.1.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.326,1.0
HUEF.H.S.spm.C.std.1.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.418,1.0
HUEF.H.S.spm.C.std.1.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.315,0.944
HUEF.H.S.spm.C.std.1.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.37,0.986
HUEF.H.S.spm.C.std.1.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.351,0.999
HUEF.H.S.spm.C.sup.0.100-Cost,0,1 EA,loss_ratio,0.007,0.035,0.367,0.624
HUEF.H.S.spm.C.sup.0.15-Cost,0,1 EA,loss_ratio,0.001,0.055,0.365,1.0
HUEF.H.S.spm.C.sup.0.3-Cost,0,1 EA,loss_ratio,0.02,0.022,0.582,1.0
HUEF.H.S.spm.C.sup.0.35-Cost,0,1 EA,loss_ratio,0.007,0.042,0.386,0.953
HUEF.H.S.spm.C.sup.0.70-Cost,0,1 EA,loss_ratio,0.001,0.051,0.339,0.64
HUEF.H.S.spm.C.sup.1.100-Cost,0,1 EA,loss_ratio,0.027,0.068,0.44,0.462
HUEF.H.S.spm.C.sup.1.15-Cost,0,1 EA,loss_ratio,0.061,0.075,0.528,1.0
HUEF.H.S.spm.C.sup.1.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.476,0.929
HUEF.H.S.spm.C.sup.1.35-Cost,0,1 EA,loss_ratio,0.043,0.07,0.511,1.0
HUEF.H.S.spm.C.sup.1.70-Cost,0,1 EA,loss_ratio,0.033,0.035,0.441,0.573
HUEF.H.S.spm.D.std.0.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.254,1.0
HUEF.H.S.spm.D.std.0.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.312,0.96
HUEF.H.S.spm.D.std.0.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.305,0.953
HUEF.H.S.spm.D.std.0.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.287,0.905
HUEF.H.S.spm.D.std.0.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.256,1.0
HUEF.H.S.spm.D.std.1.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.255,1.0
HUEF.H.S.spm.D.std.1.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.346,0.842
HUEF.H.S.spm.D.std.1.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.369,0.914
HUEF.H.S.spm.D.std.1.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.295,0.785
HUEF.H.S.spm.D.std.1.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.26,1.0
HUEF.H.S.spm.D.sup.0.100-Cost,0,1 EA,loss_ratio,0.014,0.032,0.341,0.712
HUEF.H.S.spm.D.sup.0.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.412,0.896
HUEF.H.S.spm.D.sup.0.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.499,0.954
HUEF.H.S.spm.D.sup.0.35-Cost,0,1 EA,loss_ratio,0.004,0.059,0.345,1.0
HUEF.H.S.spm.D.sup.0.70-Cost,0,1 EA,loss_ratio,0.007,0.042,0.35,0.867
HUEF.H.S.spm.D.sup.1.100-Cost,0,1 EA,loss_ratio,0.017,0.019,0.255,0.337
HUEF.H.S.spm.D.sup.1.15-Cost,0,1 EA,loss_ratio,0.013,0.021,0.349,0.833
HUEF.H.S.spm.D.sup.1.3-Cost,0,1 EA,loss_ratio,0.005,0.007,0.361,1.0
HUEF.H.S.spm.D.sup.1.35-Cost,0,1 EA,loss_ratio,0.007,0.056,0.338,0.741
HUEF.H.S.spm.D.sup.1.70-Cost,0,1 EA,loss_ratio,0.008,0.056,0.31,0.337
HUEF.PS.bur.0.A.std.hig.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.616,0.938
HUEF.PS.bur.0.A.std.hig.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.633,0.953
HUEF.PS.bur.0.A.std.hig.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.674,0.914
HUEF.PS.bur.0.A.std.hig.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.63,0.972
HUEF.PS.bur.0.A.std.hig.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.608,0.983
HUEF.PS.bur.0.A.std.low.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.579,0.949
HUEF.PS.bur.0.A.std.low.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.66,0.935
HUEF.PS.bur.0.A.std.low.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.594,0.883
HUEF.PS.bur.0.A.std.low.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.636,0.943
HUEF.PS.bur.0.A.std.low.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.607,0.93
HUEF.PS.bur.0.A.std.med.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.629,0.955
HUEF.PS.bur.0.A.std.med.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.708,0.933
HUEF.PS.bur.0.A.std.med.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.652,0.893
HUEF.PS.bur.0.A.std.med.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.688,0.944
HUEF.PS.bur.0.A.std.med.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.654,0.956
HUEF.PS.bur.0.A.sup.hig.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.611,0.943
HUEF.PS.bur.0.A.sup.hig.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.636,0.956
HUEF.PS.bur.0.A.sup.hig.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.691,0.91
HUEF.PS.bur.0.A.sup.hig.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.633,0.986
HUEF.PS.bur.0.A.sup.hig.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.613,0.942
HUEF.PS.bur.0.A.sup.low.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.572,1.0
HUEF.PS.bur.0.A.sup.low.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.688,0.972
HUEF.PS.bur.0.A.sup.low.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.618,0.889
HUEF.PS.bur.0.A.sup.low.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.652,1.0
HUEF.PS.bur.0.A.sup.low.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.608,1.0
HUEF.PS.bur.0.A.sup.med.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.631,1.0
HUEF.PS.bur.0.A.sup.med.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.72,0.946
HUEF.PS.bur.0.A.sup.med.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.672,0.92
HUEF.PS.bur.0.A.sup.med.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.692,0.972
HUEF.PS.bur.0.A.sup.med.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.659,0.973
HUEF.PS.bur.0.B.std.hig.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.623,1.0
HUEF.PS.bur.0.B.std.hig.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.698,0.95
HUEF.PS.bur.0.B.std.hig.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.681,0.915
HUEF.PS.bur.0.B.std.hig.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.674,0.954
HUEF.PS.bur.0.B.std.hig.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.643,0.968
HUEF.PS.bur.0.B.std.low.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.567,0.956
HUEF.PS.bur.0.B.std.low.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.658,0.95
HUEF.PS.bur.0.B.std.low.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.654,0.883
HUEF.PS.bur.0.B.std.low.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.628,0.964
HUEF.PS.bur.0.B.std.low.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.591,0.951
HUEF.PS.bur.0.B.std.med.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.621,0.943
HUEF.PS.bur.0.B.std.med.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.711,0.968
HUEF.PS.bur.0.B.std.med.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.657,0.897
HUEF.PS.bur.0.B.std.med.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.676,0.962
HUEF.PS.bur.0.B.std.med.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.642,1.0
HUEF.PS.bur.0.B.sup.hig.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.637,1.0
HUEF.PS.bur.0.B.sup.hig.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.697,0.966
HUEF.PS.bur.0.B.sup.hig.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.703,0.921
HUEF.PS.bur.0.B.sup.hig.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.675,0.975
HUEF.PS.bur.0.B.sup.hig.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.641,0.979
HUEF.PS.bur.0.B.sup.low.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.552,1.0
HUEF.PS.bur.0.B.sup.low.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.687,1.0
HUEF.PS.bur.0.B.sup.low.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.68,0.888
HUEF.PS.bur.0.B.sup.low.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.64,1.0
HUEF.PS.bur.0.B.sup.low.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.594,1.0
HUEF.PS.bur.0.B.sup.med.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.611,1.0
HUEF.PS.bur.0.B.sup.med.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.731,0.989
HUEF.PS.bur.0.B.sup.med.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.68,0.905
HUEF.PS.bur.0.B.sup.med.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.692,1.0
HUEF.PS.bur.0.B.sup.med.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.646,1.0
HUEF.PS.bur.0.C.std.hig.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.652,1.0
HUEF.PS.bur.0.C.std.hig.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.73,0.958
HUEF.PS.bur.0.C.std.hig.3-Cost,0,1 EA,loss_ratio,0.006,0.008,0.725,0.918
HUEF.PS.bur.0.C.std.hig.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.712,0.946
HUEF.PS.bur.0.C.std.hig.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.704,0.991
HUEF.PS.bur.0.C.std.low.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.616,1.0
HUEF.PS.bur.0.C.std.low.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.707,0.975
HUEF.PS.bur.0.C.std.low.3-Cost,0,1 EA,loss_ratio,0.035,0.037,0.643,0.887
HUEF.PS.bur.0.C.std.low.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.684,0.972
HUEF.PS.bur.0.C.std.low.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.624,0.963
HUEF.PS.bur.0.C.std.med.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.616,1.0
HUEF.PS.bur.0.C.std.med.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.72,0.97
HUEF.PS.bur.0.C.std.med.3-Cost,0,1 EA,loss_ratio,0.026,0.028,0.678,0.901
HUEF.PS.bur.0.C.std.med.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.691,1.0
HUEF.PS.bur.0.C.std.med.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.659,1.0
HUEF.PS.bur.0.C.sup.hig.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.651,1.0
HUEF.PS.bur.0.C.sup.hig.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.733,0.957
HUEF.PS.bur.0.C.sup.hig.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.729,0.916
HUEF.PS.bur.0.C.sup.hig.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.726,0.955
HUEF.PS.bur.0.C.sup.hig.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.692,0.939
HUEF.PS.bur.0.C.sup.low.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.605,1.0
HUEF.PS.bur.0.C.sup.low.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.721,0.989
HUEF.PS.bur.0.C.sup.low.3-Cost,0,1 EA,loss_ratio,0.022,0.024,0.702,0.888
HUEF.PS.bur.0.C.sup.low.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.698,1.0
HUEF.PS.bur.0.C.sup.low.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.618,1.0
HUEF.PS.bur.0.C.sup.med.100-Cost,0,1 EA,loss_ratio,0.001,0.003,0.613,1.0
HUEF.PS.bur.0.C.sup.med.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.764,0.969
HUEF.PS.bur.0.C.sup.med.3-Cost,0,1 EA,loss_ratio,0.012,0.014,0.734,0.907
HUEF.PS.bur.0.C.sup.med.35-Cost,0,1 EA,loss_ratio,0.001,0.003,0.736,0.987
HUEF.PS.bur.0.C.sup.med.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.664,1.0
HUEF.PS.bur.0.D.std.hig.100-Cost,0,1 EA,loss_ratio,0.042,0.044,0.533,1.0
HUEF.PS.bur.0.D.std.hig.15-Cost,0,1 EA,loss_ratio,0.001,0.003,0.676,0.918
HUEF.PS.bur.0.D.std.hig.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.67,0.915
HUEF.PS.bur.0.D.std.hig.35-Cost,0,1 EA,loss_ratio,0.024,0.053,0.561,0.965
HUEF.PS.bur.0.D.std.hig.70-Cost,0,1 EA,loss_ratio,0.01,0.029,0.594,0.929
HUEF.PS.bur.0.D.std.low.100-Cost,0,1 EA,loss_ratio,0.049,0.051,0.364,1.0
HUEF.PS.bur.0.D.std.low.15-Cost,0,1 EA,loss_ratio,0.024,0.026,0.416,0.859
HUEF.PS.bur.0.D.std.low.3-Cost,0,1 EA,loss_ratio,0.016,0.018,0.444,0.878
HUEF.PS.bur.0.D.std.low.35-Cost,0,1 EA,loss_ratio,0.038,0.04,0.384,0.8
HUEF.PS.bur.0.D.std.low.70-Cost,0,1 EA,loss_ratio,0.052,0.054,0.338,0.889
HUEF.PS.bur.0.D.std.med.100-Cost,0,1 EA,loss_ratio,0.045,0.047,0.376,1.0
HUEF.PS.bur.0.D.std.med.15-Cost,0,1 EA,loss_ratio,0.034,0.036,0.397,0.888
HUEF.PS.bur.0.D.std.med.3-Cost,0,1 EA,loss_ratio,0.021,0.023,0.44,0.895
HUEF.PS.bur.0.D.std.med.35-Cost,0,1 EA,loss_ratio,0.052,0.054,0.351,0.863
HUEF.PS.bur.0.D.std.med.70-Cost,0,1 EA,loss_ratio,0.051,0.067,0.336,1.0
HUEF.PS.bur.0.D.sup.hig.100-Cost,0,1 EA,loss_ratio,0.01,0.012,0.58,0.981
HUEF.PS.bur.0.D.sup.hig.15-Cost,0,1 EA,loss_ratio,0.014,0.016,0.603,0.93
HUEF.PS.bur.0.D.sup.hig.3-Cost,0,1 EA,loss_ratio,0.001,0.003,0.655,0.916
HUEF.PS.bur.0.D.sup.hig.35-Cost,0,1 EA,loss_ratio,0.027,0.029,0.576,0.985
HUEF.PS.bur.0.D.sup.hig.70-Cost,0,1 EA,loss_ratio,0.006,0.087,0.507,1.0
HUEF.PS.bur.0.D.sup.low.100-Cost,0,1 EA,loss_ratio,0.044,0.071,0.331,1.0
HUEF.PS.bur.0.D.sup.low.15-Cost,0,1 EA,loss_ratio,0.033,0.035,0.378,0.901
HUEF.PS.bur.0.D.sup.low.3-Cost,0,1 EA,loss_ratio,0.017,0.019,0.419,0.878
HUEF.PS.bur.0.D.sup.low.35-Cost,0,1 EA,loss_ratio,0.055,0.057,0.332,0.914
HUEF.PS.bur.0.D.sup.low.70-Cost,0,1 EA,loss_ratio,0.042,0.076,0.326,1.0
HUEF.PS.bur.0.D.sup.med.100-Cost,0,1 EA,loss_ratio,0.035,0.09,0.325,1.0
HUEF.PS.bur.0.D.sup.med.15-Cost,0,1 EA,loss_ratio,0.022,0.024,0.401,0.89
HUEF.PS.bur.0.D.sup.med.3-Cost,0,1 EA,loss_ratio,0.005,0.007,0.49,0.894
HUEF.PS.bur.0.D.sup.med.35-Cost,0,1 EA,loss_ratio,0.04,0.042,0.368,0.859
HUEF.PS.bur.0.D.sup.med.70-Cost,0,1 EA,loss_ratio,0.046,0.048,0.361,1.0
HUEF.PS.bur.1.A.std.hig.100-Cost,0,1 EA,loss_ratio,0.015,0.017,0.517,0.887
HUEF.PS.bur.1.A.std.hig.15-Cost,0,1 EA,loss_ratio,0.011,0.013,0.644,0.917
HUEF.PS.bur.1.A.std.hig.3-Cost,0,1 EA,loss_ratio,0.017,0.019,0.537,0.913
HUEF.PS.bur.1.A.std.hig.35-Cost,0,1 EA,loss_ratio,0.003,0.005,0.627,0.937
HUEF.PS.bur.1.A.std.hig.70-Cost,0,1 EA,loss_ratio,0.001,0.003,0.601,0.89
HUEF.PS.bur.1.A.std.low.100-Cost,0,1 EA,loss_ratio,0.044,0.046,0.44,0.916
HUEF.PS.bur.1.A.std.low.15-Cost,0,1 EA,loss_ratio,0.016,0.018,0.631,0.885
HUEF.PS.bur.1.A.std.low.3-Cost,0,1 EA,loss_ratio,0.025,0.027,0.449,0.933
HUEF.PS.bur.1.A.std.low.35-Cost,0,1 EA,loss_ratio,0.028,0.03,0.546,0.916
HUEF.PS.bur.1.A.std.low.70-Cost,0,1 EA,loss_ratio,0.031,0.033,0.487,0.873
