ID,Incomplete,Quantity-Unit,DV-Unit,DS1-Family,DS1-Theta_0,DS1-Theta_1,DS1-LongLeadTime,DS2-Family,DS2-Theta_0,DS2-Theta_1,DS2-LongLeadTime,DS3-Family,DS3-Theta_0,DS3-Theta_1,DS3-LongLeadTime,DS4-Family,DS4-Theta_0,DS4-Theta_1,DS4-LongLeadTime,DS5-Family,DS5-Theta_0,DS5-Theta_1,DS5-LongLeadTime,DS6-Family,DS6-Theta_0,DS6-Theta_1,DS6-LongLeadTime,DS7-Family,DS7-Theta_0,DS7-Theta_1,DS7-LongLeadTime,DS8-Family,DS8-Theta_0,DS8-Theta_1,DS8-LongLeadTime,DS9-Family,DS9-Theta_0,DS9-Theta_1,DS9-LongLeadTime,DS10-Family,DS10-Theta_0,DS10-Theta_1,DS10-LongLeadTime,DS11-Family,DS11-Theta_0,DS11-Theta_1,DS11-LongLeadTime,DS12-Family,DS12-Theta_0,DS12-Theta_1,DS12-LongLeadTime,DS13-Family,DS13-Theta_0,DS13-Theta_1,DS13-LongLeadTime,DS14-Family,DS14-Theta_0,DS14-Theta_1,DS14-LongLeadTime,DS15-Family,DS15-Theta_0,DS15-Theta_1,DS15-LongLeadTime
D3041.001d-Cost,0,10 EA,US$_2011,lognormal,"7700,6300|1,5",0.342517,,lognormal,"29700,24300|1,5",0.0925037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.001d-Time,0,10 EA,worker_day,lognormal,"9.05853,7.41147|1,5",0.424049,0,lognormal,"12.7055,6.35253|1,5",0.266565,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.002a-Cost,0,10 EA,US$_2011,lognormal,"7700,6300|1,5",0.342517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.002a-Time,0,10 EA,worker_day,lognormal,"9.05853,7.41147|1,5",0.424049,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.002b-Cost,0,10 EA,US$_2011,lognormal,"7700,6300|1,5",0.342517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.002b-Time,0,10 EA,worker_day,lognormal,"9.05853,7.41147|1,5",0.424049,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.002c-Cost,0,10 EA,US$_2011,lognormal,"7700,6300|1,5",0.342517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.002c-Time,0,10 EA,worker_day,lognormal,"9.05853,7.41147|1,5",0.424049,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.002d-Cost,0,10 EA,US$_2011,lognormal,"7700,6300|1,5",0.342517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.002d-Time,0,10 EA,worker_day,lognormal,"9.05853,7.41147|1,5",0.424049,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.011a-Cost,0,1000 LF,US$_2011,lognormal,"715,585|1,5",0.367364,,lognormal,"6985,5715|1,5",0.100199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.011a-Time,0,1000 LF,worker_day,lognormal,"0.841171,0.688229|1,5",0.444361,0,lognormal,"2.98826,1.49414|1,5",0.269332,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.011b-Cost,0,1000 LF,US$_2011,lognormal,"715,585|1,5",0.367364,,lognormal,"6985,5715|1,5",0.100199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.011b-Time,0,1000 LF,worker_day,lognormal,"0.841171,0.688229|1,5",0.444361,0,lognormal,"2.98826,1.49414|1,5",0.269332,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.011c-Cost,0,1000 LF,US$_2011,lognormal,"715,585|1,5",0.367364,,lognormal,"6985,5715|1,5",0.100199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.011c-Time,0,1000 LF,worker_day,lognormal,"0.841171,0.688229|1,5",0.444361,0,lognormal,"2.98826,1.49414|1,5",0.269332,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.011d-Cost,0,1000 LF,US$_2011,lognormal,"715,585|1,5",0.367364,,lognormal,"6985,5715|1,5",0.100199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.011d-Time,0,1000 LF,worker_day,lognormal,"0.841171,0.688229|1,5",0.444361,0,lognormal,"2.98826,1.49414|1,5",0.269332,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.012a-Cost,0,1000 LF,US$_2011,lognormal,"1045,855|1,5",0.255963,,lognormal,"8745,7155|1,5",0.0805538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.012a-Time,0,1000 LF,worker_day,lognormal,"1.22936,1.00584|1,5",0.357795,0,lognormal,"3.74119,1.87061|1,5",0.262657,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.012b-Cost,0,1000 LF,US$_2011,lognormal,"1045,855|1,5",0.255963,,lognormal,"8745,7155|1,5",0.0805538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.012b-Time,0,1000 LF,worker_day,lognormal,"1.22936,1.00584|1,5",0.357795,0,lognormal,"3.74119,1.87061|1,5",0.262657,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.012c-Cost,0,1000 LF,US$_2011,lognormal,"1045,855|1,5",0.255963,,lognormal,"8745,7155|1,5",0.0805538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.012c-Time,0,1000 LF,worker_day,lognormal,"1.22936,1.00584|1,5",0.357795,0,lognormal,"3.74119,1.87061|1,5",0.262657,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.012d-Cost,0,1000 LF,US$_2011,lognormal,"1045,855|1,5",0.255963,,lognormal,"8745,7155|1,5",0.0805538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.012d-Time,0,1000 LF,worker_day,lognormal,"1.22936,1.00584|1,5",0.357795,0,lognormal,"3.74119,1.87061|1,5",0.262657,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.021a-Cost,0,1000 LF,US$_2011,lognormal,"1375,1125|1,5",0.196428,,lognormal,"17545,14355|1,5",0.184729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.021a-Time,0,1000 LF,worker_day,lognormal,"1.61766,1.32354|1,5",0.317937,0,lognormal,"7.50587,3.75293|1,5",0.310845,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.021b-Cost,0,1000 LF,US$_2011,lognormal,"1375,1125|1,5",0.196428,,lognormal,"17545,14355|1,5",0.184729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.021b-Time,0,1000 LF,worker_day,lognormal,"1.61766,1.32354|1,5",0.317937,0,lognormal,"7.50587,3.75293|1,5",0.310845,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.021c-Cost,0,1000 LF,US$_2011,lognormal,"1375,1125|1,5",0.196428,,lognormal,"17545,14355|1,5",0.184729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.021c-Time,0,1000 LF,worker_day,lognormal,"1.51657,1.24083|1,5",0.317937,0,lognormal,"19.3511,15.8327|1,5",0.310845,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.021d-Cost,0,1000 LF,US$_2011,lognormal,"1375,1125|1,5",0.196428,,lognormal,"17545,14355|1,5",0.184729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.021d-Time,0,1000 LF,worker_day,lognormal,"1.51657,1.24083|1,5",0.317937,0,lognormal,"19.3511,15.8327|1,5",0.310845,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.022a-Cost,0,1000 LF,US$_2011,lognormal,"2145,1755|1,5",0.127349,,lognormal,"23595,19305|1,5",0.135745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.022a-Time,0,1000 LF,worker_day,lognormal,"2.36577,1.93563|1,5",0.280567,0,lognormal,"26.0239,21.2923|1,5",0.284476,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.022b-Cost,0,1000 LF,US$_2011,lognormal,"2145,1755|1,5",0.127349,,lognormal,"23595,19305|1,5",0.135745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.022b-Time,0,1000 LF,worker_day,lognormal,"2.36577,1.93563|1,5",0.280567,0,lognormal,"26.0239,21.2923|1,5",0.284476,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.022c-Cost,0,1000 LF,US$_2011,lognormal,"2145,1755|1,5",0.127349,,lognormal,"23595,19305|1,5",0.135745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.022c-Time,0,1000 LF,worker_day,lognormal,"2.36577,1.93563|1,5",0.280567,0,lognormal,"26.0239,21.2923|1,5",0.284476,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.022d-Cost,0,1000 LF,US$_2011,lognormal,"2145,1755|1,5",0.127349,,lognormal,"23595,19305|1,5",0.135745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.022d-Time,0,1000 LF,worker_day,lognormal,"2.36577,1.93563|1,5",0.280567,0,lognormal,"26.0239,21.2923|1,5",0.284476,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.031a-Cost,0,10 EA,US$_2011,normal,"3300,2700|1,5",0.206551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.031a-Time,0,10 EA,worker_day,normal,"3.88194,3.17606|1,5",0.324289,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.031b-Cost,0,10 EA,US$_2011,normal,"3300,2700|1,5",0.206551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.031b-Time,0,10 EA,worker_day,normal,"3.88194,3.17606|1,5",0.324289,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.032a-Cost,0,10 EA,US$_2011,normal,"3300,2700|1,5",0.206551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.032a-Time,0,10 EA,worker_day,normal,"3.88194,3.17606|1,5",0.324289,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.032b-Cost,0,10 EA,US$_2011,normal,"3300,2700|1,5",0.206551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.032b-Time,0,10 EA,worker_day,normal,"3.88194,3.17606|1,5",0.324289,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.032c-Cost,0,10 EA,US$_2011,normal,"3300,2700|1,5",0.206551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.032c-Time,0,10 EA,worker_day,normal,"3.88194,3.17606|1,5",0.324289,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.032d-Cost,0,10 EA,US$_2011,normal,"3300,2700|1,5",0.206551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.032d-Time,0,10 EA,worker_day,normal,"3.88194,3.17606|1,5",0.324289,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.041a-Cost,0,10 EA,US$_2011,lognormal,"16500,13500|1,5",0.294151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.041a-Time,0,10 EA,worker_day,lognormal,"19.4117,15.8823|1,5",0.386037,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.041b-Cost,0,10 EA,US$_2011,lognormal,"16500,13500|1,5",0.294151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.041b-Time,0,10 EA,worker_day,lognormal,"19.4117,15.8823|1,5",0.386037,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.101a-Cost,0,1 EA,US$_2011,lognormal,"2915,2385|1,5",0.139425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.101a-Time,0,1 EA,worker_day,lognormal,"3.42936,2.80584|1,5",0.28625,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.102a-Cost,0,1 EA,US$_2011,lognormal,"770,630|1,5",0.342516,,lognormal,"3685,3015|1,5",0.183623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.102a-Time,0,1 EA,worker_day,lognormal,"0.905853,0.741147|1,5",0.424049,0,lognormal,"0.788218,0.19705|1,5",0.310189,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.102b-Cost,0,1 EA,US$_2011,lognormal,"2915,2385|1,5",0.139425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.102b-Time,0,1 EA,worker_day,lognormal,"3.42936,2.80584|1,5",0.28625,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.102c-Cost,0,1 EA,US$_2011,lognormal,"770,630|1,5",0.342516,,lognormal,"3685,3015|1,5",0.183623,,lognormal,"2915,2385|1,5",0.139425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.102c-Time,0,1 EA,worker_day,lognormal,"0.905853,0.741147|1,5",0.424049,0,lognormal,"0.788218,0.19705|1,5",0.310189,1,lognormal,"3.42936,2.80584|1,5",0.28625,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.103a-Cost,0,1 EA,US$_2011,lognormal,"770,630|1,5",0.342516,,lognormal,"3685,3015|1,5",0.183623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.103a-Time,0,1 EA,worker_day,lognormal,"0.905853,0.741147|1,5",0.424049,0,lognormal,"0.788218,0.19705|1,5",0.310189,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.103b-Cost,0,1 EA,US$_2011,lognormal,"2915,2385|1,5",0.139425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.103b-Time,0,1 EA,worker_day,lognormal,"3.42936,2.80584|1,5",0.28625,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.103c-Cost,0,1 EA,US$_2011,lognormal,"770,630|1,5",0.342516,,lognormal,"3685,3015|1,5",0.183623,,lognormal,"2915,2385|1,5",0.139425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3041.103c-Time,0,1 EA,worker_day,lognormal,"0.905853,0.741147|1,5",0.424049,0,lognormal,"0.788218,0.19705|1,5",0.310189,1,lognormal,"3.42936,2.80584|1,5",0.28625,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3052.011a-Cost,0,1 EA,US$_2011,lognormal,"1100,900|1,5",0.151076,,lognormal,"32120,26280|1,5",0.165485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3052.011a-Time,0,1 EA,worker_day,lognormal,"0.470547,0.235253|1,5",0.292103,0,lognormal,"10.3059,3.43531|1,5",0.299809,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3052.011b-Cost,0,1 EA,US$_2011,lognormal,"1650,1350|1,5",0.176271,,lognormal,"64900,53100|1,5",0.172502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3052.011b-Time,0,1 EA,worker_day,lognormal,"0.705871,0.352929|1,5",0.305894,0,lognormal,"17.353,5.2059|1,5",0.303738,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3052.011c-Cost,0,1 EA,US$_2011,lognormal,"2200,1800|1,5",0.171333,,lognormal,"137720,112680|1,5",0.174419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3052.011c-Time,0,1 EA,worker_day,lognormal,"2.58819,2.11761|1,5",0.303076,0,lognormal,"29.4588,7.3647|1,5",0.304831,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3052.011d-Cost,0,1 EA,US$_2011,lognormal,"2200,1800|1,5",0.171333,,lognormal,"204600,167400|1,5",0.174549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3052.011d-Time,0,1 EA,worker_day,lognormal,"2.58819,2.11761|1,5",0.303076,0,lognormal,"37.2,7.6588|1,5",0.304906,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3052.013a-Cost,0,1 EA,US$_2011,lognormal,"1100,900|1,5",0.45231,,lognormal,"33220,27180|1,5",0.175085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3052.013a-Time,0,1 EA,worker_day,lognormal,"1.29415,1.05885|1,5",0.516802,0,lognormal,"10.6588,3.55296|1,5",0.305213,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3052.013b-Cost,0,1 EA,US$_2011,lognormal,"1100,900|1,5",0.151076,,lognormal,"32120,26280|1,5",0.165485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3052.013b-Time,0,1 EA,worker_day,lognormal,"0.470547,0.235253|1,5",0.292103,0,lognormal,"10.3059,3.43531|1,5",0.299809,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3052.013c-Cost,0,1 EA,US$_2011,lognormal,"1100,900|1,5",0.45231,,lognormal,"33220,27180|1,5",0.175085,,lognormal,"1100,900|1,5",0.151076,,lognormal,"32120,26280|1,5",0.165485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3052.013c-Time,0,1 EA,worker_day,lognormal,"1.29415,1.05885|1,5",0.516802,0,lognormal,"10.6588,3.55296|1,5",0.305213,1,lognormal,"0.352947,0.117653|1,5",0.292103,0,lognormal,"10.3059,3.43531|1,5",0.299809,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3052.013d-Cost,0,1 EA,US$_2011,normal,"1650,1350|1,5",0.398453,,lognormal,"66550,54450|1,5",0.178294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3052.013d-Time,0,1 EA,worker_day,normal,"1.94117,1.58823|1,5",0.470388,0,lognormal,"17.7941,5.33825|1,5",0.307065,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3052.013e-Cost,0,1 EA,US$_2011,lognormal,"1650,1350|1,5",0.176271,,lognormal,"64900,53100|1,5",0.172502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3052.013e-Time,0,1 EA,worker_day,lognormal,"0.705871,0.352929|1,5",0.305894,0,lognormal,"17.353,5.2059|1,5",0.303738,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3052.013f-Cost,0,1 EA,US$_2011,normal,"1650,1350|1,5",0.398453,,lognormal,"66550,54450|1,5",0.178294,,lognormal,"1650,1350|1,5",0.176271,,lognormal,"64900,53100|1,5",0.172502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3052.013f-Time,0,1 EA,worker_day,normal,"1.94117,1.58823|1,5",0.470388,0,lognormal,"17.7941,5.33825|1,5",0.307065,1,lognormal,"0.529371,0.17645|1,5",0.305894,0,lognormal,"17.353,5.2059|1,5",0.303738,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3052.013g-Cost,0,1 EA,US$_2011,normal,"2420,1980|1,5",0.296982,,lognormal,"140140,114660|1,5",0.176538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3052.013g-Time,0,1 EA,worker_day,normal,"1.03532,0.517676|1,5",0.388198,0,lognormal,"29.9764,7.4941|1,5",0.306049,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3052.013h-Cost,0,1 EA,US$_2011,lognormal,"2200,1800|1,5",0.171333,,lognormal,"137720,112680|1,5",0.174419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3052.013h-Time,0,1 EA,worker_day,lognormal,"2.58819,2.11761|1,5",0.303076,0,lognormal,"29.4588,7.3647|1,5",0.304831,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3052.013i-Cost,0,1 EA,US$_2011,normal,"2420,1980|1,5",0.296982,,lognormal,"140140,114660|1,5",0.176538,,lognormal,"2200,1800|1,5",0.171333,,lognormal,"137720,112680|1,5",0.174419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3052.013i-Time,0,1 EA,worker_day,normal,"2.84702,2.32938|1,5",0.388198,0,lognormal,"29.9764,7.4941|1,5",0.306049,1,lognormal,"2.58819,2.11761|1,5",0.303076,0,lognormal,"29.4588,7.3647|1,5",0.304831,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3052.013j-Cost,0,1 EA,US$_2011,lognormal,"2640,2160|1,5",0.288523,,lognormal,"207240,169560|1,5",0.175987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3052.013j-Time,0,1 EA,worker_day,lognormal,"1.12945,0.564747|1,5",0.381766,0,lognormal,"37.68,7.75765|1,5",0.305731,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3052.013k-Cost,0,1 EA,US$_2011,lognormal,"2200,1800|1,5",0.171333,,lognormal,"204600,167400|1,5",0.174549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3052.013k-Time,0,1 EA,worker_day,lognormal,"2.58819,2.11761|1,5",0.303076,0,lognormal,"37.2,7.6588|1,5",0.304906,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3052.013l-Cost,0,1 EA,US$_2011,lognormal,"2640,2160|1,5",0.288523,,lognormal,"207240,169560|1,5",0.175987,,lognormal,"2200,1800|1,5",0.171333,,lognormal,"204600,167400|1,5",0.174549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3052.013l-Time,0,1 EA,worker_day,lognormal,"3.10585,2.54115|1,5",0.381766,0,lognormal,"37.68,7.75765|1,5",0.305731,1,lognormal,"2.58819,2.11761|1,5",0.303076,0,lognormal,"37.2,7.6588|1,5",0.304906,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3067.011a-Cost,0,1 EA,US$_2011,normal,"4565,3735|1,5",0.182591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3067.011a-Time,0,1 EA,worker_day,normal,"5.37064,4.39416|1,5",0.30958,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3067.012a-Cost,0,1 EA,US$_2011,normal,"550,450|1,5",0.282524,,normal,"5115,4185|1,5",0.192978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3067.012a-Time,0,1 EA,worker_day,normal,"0.235324,0.117676|1,5",0.377253,0,normal,"6.01766,4.92354|1,5",0.315818,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3067.012b-Cost,0,1 EA,US$_2011,normal,"4565,3735|1,5",0.182591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3067.012b-Time,0,1 EA,worker_day,normal,"1.95294,0.976465|1,5",0.30958,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
