ID,Incomplete,Quantity-Unit,DV-Unit,DS1-Family,DS1-Theta_0,DS1-Theta_1,DS1-LongLeadTime,DS2-Family,DS2-Theta_0,DS2-Theta_1,DS2-LongLeadTime,DS3-Family,DS3-Theta_0,DS3-Theta_1,DS3-LongLeadTime,DS4-Family,DS4-Theta_0,DS4-Theta_1,DS4-LongLeadTime,DS5-Family,DS5-Theta_0,DS5-Theta_1,DS5-LongLeadTime,DS6-Family,DS6-Theta_0,DS6-Theta_1,DS6-LongLeadTime,DS7-Family,DS7-Theta_0,DS7-Theta_1,DS7-LongLeadTime,DS8-Family,DS8-Theta_0,DS8-Theta_1,DS8-LongLeadTime,DS9-Family,DS9-Theta_0,DS9-Theta_1,DS9-LongLeadTime,DS10-Family,DS10-Theta_0,DS10-Theta_1,DS10-LongLeadTime,DS11-Family,DS11-Theta_0,DS11-Theta_1,DS11-LongLeadTime,DS12-Family,DS12-Theta_0,DS12-Theta_1,DS12-LongLeadTime,DS13-Family,DS13-Theta_0,DS13-Theta_1,DS13-LongLeadTime,DS14-Family,DS14-Theta_0,DS14-Theta_1,DS14-LongLeadTime,DS15-Family,DS15-Theta_0,DS15-Theta_1,DS15-LongLeadTime
B1042.021a-Time,0,1 EA,worker_day,lognormal,"13.2097,8.80649|5,20",0.5047,0,normal,"30.1327,20.0885|5,20",0.431471,0,normal,"47.4815,31.6543|5,20",0.418582,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1042.021b-Cost,0,1 EA,US$_2011,lognormal,"12693.6,8462.4|5,20",0.515773,,normal,"34608,23072|5,20",0.354176,,normal,"52284,34856|5,20",0.365327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1042.021b-Time,0,1 EA,worker_day,lognormal,"10.8269,7.21792|5,20",0.573168,0,normal,"29.5186,19.679|5,20",0.433521,0,normal,"44.5951,29.7301|5,20",0.442678,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1042.022a-Cost,0,1 EA,US$_2011,lognormal,"15487.2,10324.8|5,20",0.438432,,normal,"35328,23552|5,20",0.351663,,normal,"55668,37112|5,20",0.335724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1042.022a-Time,0,1 EA,worker_day,lognormal,"13.2097,8.80649|5,20",0.5047,0,normal,"30.1327,20.0885|5,20",0.431471,0,normal,"47.4815,31.6543|5,20",0.418582,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1042.022b-Cost,0,1 EA,US$_2011,lognormal,"12693.6,8462.4|5,20",0.515773,,normal,"34608,23072|5,20",0.354176,,normal,"52284,34856|5,20",0.365327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1042.022b-Time,0,1 EA,worker_day,lognormal,"10.8269,7.21792|5,20",0.573168,0,normal,"29.5186,19.679|5,20",0.433521,0,normal,"44.5951,29.7301|5,20",0.442678,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.001-Cost,0,144 SF,US$_2011,lognormal,"6480,4406.4|3,7",0.180176,,lognormal,"15289.9,10397.1|3,7",0.161584,,lognormal,"28644,19477.9|3,7",0.14586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.001-Time,0,144 SF,worker_day,lognormal,"5.05652,3.44033|3,7",0.308161,0,lognormal,"11.9162,8.10274|3,7",0.297673,0,lognormal,"22.3211,15.1769|3,7",0.289439,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.002-Cost,0,400 SF,US$_2011,lognormal,"20500,13940|3,7",0.122224,,lognormal,"46450,31586|3,7",0.119867,,lognormal,"75425,51289|3,7",0.147839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.002-Time,0,400 SF,worker_day,lognormal,"18.9985,12.9209|3,7",0.278278,0,lognormal,"43.0469,29.2759|3,7",0.277251,0,lognormal,"69.8958,47.5345|3,7",0.290442,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.003-Cost,0,900 SF,US$_2011,lognormal,"42750,29070|3,7",0.117493,,lognormal,"98812.3,67192.4|3,7",0.0875152,,lognormal,"148468,100958|3,7",0.154113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.003-Time,0,900 SF,worker_day,lognormal,"40.8428,27.7663|3,7",0.276233,0,lognormal,"94.4906,64.2656|3,7",0.264875,0,lognormal,"141.874,96.4599|3,7",0.293685,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.011-Cost,0,144 SF,US$_2011,lognormal,"7560,5140.8|3,7",0.155325,,lognormal,"19512,13268.2|3,7",0.127977,,lognormal,"36444,24781.9|3,7",0.114911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.011-Time,0,144 SF,worker_day,lognormal,"5.88727,4.00172|3,7",0.294323,0,lognormal,"15.2096,10.3431|3,7",0.280852,0,lognormal,"28.4042,19.3146|3,7",0.275144,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.012-Cost,0,400 SF,US$_2011,lognormal,"23500,15980|3,7",0.106784,,lognormal,"53125,36125|3,7",0.103123,,lognormal,"94650,64362|3,7",0.1105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.012-Time,0,400 SF,worker_day,lognormal,"21.7544,14.7874|3,7",0.271851,0,lognormal,"49.2037,33.4537|3,7",0.270434,0,lognormal,"87.6981,59.6371|3,7",0.273332,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.013-Cost,0,900 SF,US$_2011,lognormal,"49500,33660|3,7",0.101789,,lognormal,"113818,77396.1|3,7",0.0761264,,lognormal,"184275,125307|3,7",0.117951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.013-Time,0,900 SF,worker_day,lognormal,"47.3532,32.2121|3,7",0.269928,0,lognormal,"108.789,73.9744|3,7",0.261334,0,lognormal,"176.169,119.803|3,7",0.276428,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.021-Cost,0,144 SF,US$_2011,lognormal,"10260,6976.8|3,7",0.11551,,lognormal,"23558.4,16019.7|3,7",0.123114,,lognormal,"46080,31334.4|3,7",0.092464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.021-Time,0,144 SF,worker_day,lognormal,"7.99295,5.43399|3,7",0.275395,0,lognormal,"18.3603,12.4846|3,7",0.27867,0,lognormal,"35.9111,24.4182|3,7",0.266551,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.022-Cost,0,400 SF,US$_2011,lognormal,"31000,21080|3,7",0.0811531,,lognormal,"64375,43775|3,7",0.0853176,,lognormal,"121625,82705|3,7",0.0905952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.022-Time,0,400 SF,worker_day,lognormal,"28.7041,19.5135|3,7",0.262842,0,lognormal,"59.6483,40.563|3,7",0.264157,0,lognormal,"112.696,76.6382|3,7",0.265909,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.023-Cost,0,900 SF,US$_2011,lognormal,"66375,45135|3,7",0.0762966,,lognormal,"139121,94602.1|3,7",0.0624276,,lognormal,"236121,160563|3,7",0.134605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.023-Time,0,900 SF,worker_day,lognormal,"63.4493,43.1464|3,7",0.261383,0,lognormal,"132.977,90.422|3,7",0.257677,0,lognormal,"225.681,153.455|3,7",0.283934,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.031-Cost,0,144 SF,US$_2011,lognormal,"16825.9,11441.6|3,7",0.136233,,lognormal,"28644,19477.9|3,7",0.177598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.031-Time,0,144 SF,worker_day,lognormal,"13.1205,8.92388|3,7",0.284709,0,lognormal,"22.3211,15.1769|3,7",0.306661,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.032-Cost,0,400 SF,US$_2011,lognormal,"45650,31042|3,7",0.119725,,lognormal,"75425,51289|3,7",0.169126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.032-Time,0,400 SF,worker_day,lognormal,"42.2987,28.7648|3,7",0.27719,0,lognormal,"69.8958,47.5345|3,7",0.301834,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.033-Cost,0,900 SF,US$_2011,lognormal,"97012.3,65968.4|3,7",0.0891151,,lognormal,"148468,100958|3,7",0.15955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.033-Time,0,900 SF,worker_day,lognormal,"92.7065,63.0321|3,7",0.265408,0,lognormal,"141.874,96.4599|3,7",0.296574,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.041-Cost,0,144 SF,US$_2011,lognormal,"19152,13023.4|3,7",0.119987,,lognormal,"36444,24781.9|3,7",0.139323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.041-Time,0,144 SF,worker_day,lognormal,"14.9231,10.1463|3,7",0.277303,0,lognormal,"28.4042,19.3146|3,7",0.286201,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.042-Cost,0,400 SF,US$_2011,lognormal,"52125,35445|3,7",0.105072,,lognormal,"97050,65994|3,7",0.152645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.042-Time,0,400 SF,worker_day,lognormal,"48.2985,32.8449|3,7",0.271183,0,lognormal,"89.9028,61.1303|3,7",0.292917,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.043-Cost,0,900 SF,US$_2011,lognormal,"111568,75866.1|3,7",0.0776416,,normal,"189675,128979|3,7",0.14703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.043-Time,0,900 SF,worker_day,lognormal,"106.649,72.5225|3,7",0.261779,0,normal,"181.341,123.323|3,7",0.290031,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.051-Cost,0,144 SF,US$_2011,lognormal,"19152,13023.4|3,7",0.100138,,lognormal,"37668,25614.2|3,7",0.121645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.051-Time,0,144 SF,worker_day,lognormal,"14.9231,10.1463|3,7",0.26931,0,lognormal,"29.3582,19.9633|3,7",0.278024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.052-Cost,0,400 SF,US$_2011,lognormal,"62875,42755|3,7",0.0873282,,lognormal,"124025,84337|3,7",0.121778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.052-Time,0,400 SF,worker_day,lognormal,"58.2504,39.6098|3,7",0.264814,0,lognormal,"114.901,78.1313|3,7",0.278082,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.053-Cost,0,900 SF,US$_2011,lognormal,"135746,92307.1|3,7",0.0639628,,normal,"241521,164235|3,7",0.140881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.053-Time,0,900 SF,worker_day,lognormal,"129.721,88.1992|3,7",0.258053,0,normal,"230.853,156.976|3,7",0.286962,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.061-Cost,0,144 SF,US$_2011,lognormal,"16825.9,11441.6|3,7",0.136233,,lognormal,"28644,19477.9|3,7",0.177598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.061-Time,0,144 SF,worker_day,lognormal,"13.1205,8.92388|3,7",0.284709,0,lognormal,"22.3211,15.1769|3,7",0.306661,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.062-Cost,0,400 SF,US$_2011,lognormal,"45650,31042|3,7",0.119725,,lognormal,"75425,51289|3,7",0.169126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.062-Time,0,400 SF,worker_day,lognormal,"42.2987,28.7648|3,7",0.27719,0,lognormal,"69.8958,47.5345|3,7",0.301834,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.063-Cost,0,900 SF,US$_2011,lognormal,"97012.3,65968.4|3,7",0.0891151,,lognormal,"148468,100958|3,7",0.15955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.063-Time,0,900 SF,worker_day,lognormal,"92.7065,63.0321|3,7",0.265408,0,lognormal,"141.874,96.4599|3,7",0.296574,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.071-Cost,0,144 SF,US$_2011,lognormal,"19152,13023.4|3,7",0.119987,,lognormal,"37668,25614.2|3,7",0.152467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.071-Time,0,144 SF,worker_day,lognormal,"14.9231,10.1463|3,7",0.277303,0,lognormal,"29.3582,19.9633|3,7",0.292825,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.072-Cost,0,400 SF,US$_2011,lognormal,"52125,35445|3,7",0.105072,,lognormal,"97050,65994|3,7",0.152645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.072-Time,0,400 SF,worker_day,lognormal,"48.2985,32.8449|3,7",0.271183,0,lognormal,"89.9028,61.1303|3,7",0.292917,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.073-Cost,0,900 SF,US$_2011,lognormal,"111568,75866.1|3,7",0.0776416,,normal,"189675,128979|3,7",0.14703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.073-Time,0,900 SF,worker_day,lognormal,"106.649,72.5225|3,7",0.261779,0,normal,"181.341,123.323|3,7",0.290031,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.081-Cost,0,144 SF,US$_2011,lognormal,"23018.4,15652.5|3,7",0.100138,,lognormal,"44424,30208.3|3,7",0.14124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.081-Time,0,144 SF,worker_day,lognormal,"17.945,12.2039|3,7",0.26931,0,lognormal,"34.6305,23.5506|3,7",0.287139,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.082-Cost,0,400 SF,US$_2011,lognormal,"62875,42755|3,7",0.0873282,,lognormal,"124025,84337|3,7",0.121778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.082-Time,0,400 SF,worker_day,lognormal,"58.2504,39.6098|3,7",0.264814,0,lognormal,"114.901,78.1313|3,7",0.278082,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.083-Cost,0,900 SF,US$_2011,lognormal,"135746,92307.1|3,7",0.0639628,,normal,"241521,164235|3,7",0.13904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.083-Time,0,900 SF,worker_day,lognormal,"129.721,88.1992|3,7",0.258053,0,normal,"230.853,156.976|3,7",0.286063,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.091-Cost,0,144 SF,US$_2011,lognormal,"7070,4807.6|3,7",0.346591,,lognormal,"26702,18157.4|3,7",0.242391,,lognormal,"50760,34516.8|3,7",0.159633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.091-Time,0,144 SF,worker_day,lognormal,"5.50849,3.74515|3,7",0.427347,0,lognormal,"20.8088,14.149|3,7",0.348214,0,lognormal,"39.5638,26.9036|3,7",0.296619,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.092-Cost,0,144 SF,US$_2011,lognormal,"6570,4467.6|3,7",0.312382,,lognormal,"21402,14553.4|3,7",0.237153,,lognormal,"49027.5,33338.7|3,7",0.1459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.092-Time,0,144 SF,worker_day,lognormal,"5.11375,3.47511|3,7",0.400103,0,lognormal,"16.685,11.3471|3,7",0.344589,0,lognormal,"38.2137,25.9857|3,7",0.289459,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.093-Cost,0,144 SF,US$_2011,lognormal,"6070,4127.6|3,7",0.271513,,lognormal,"14602,9929.36|3,7",0.235678,,lognormal,"47295,32160.6|3,7",0.131084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.093-Time,0,144 SF,worker_day,lognormal,"4.73341,3.21948|3,7",0.369079,0,lognormal,"11.377,7.73508|3,7",0.343576,0,lognormal,"36.8637,25.0677|3,7",0.282282,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.101-Cost,0,144 SF,US$_2011,lognormal,"10850,7378|3,7",0.283429,,normal,"37480,25486.4|3,7",0.212174,,lognormal,"55710,37882.8|3,7",0.15575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.101-Time,0,144 SF,worker_day,lognormal,"8.45932,5.75321|3,7",0.377931,0,normal,"29.2137,19.8657|3,7",0.327899,0,lognormal,"43.417,29.5223|3,7",0.294547,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.102-Cost,0,144 SF,US$_2011,lognormal,"10350,7038|3,7",0.257591,,normal,"30525,20757|3,7",0.207659,,lognormal,"53977.5,36704.7|3,7",0.143123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.102-Time,0,144 SF,worker_day,lognormal,"8.06458,5.48317|3,7",0.358961,0,normal,"23.7951,16.1818|3,7",0.324996,0,lognormal,"42.0669,28.6043|3,7",0.28807,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.103-Cost,0,144 SF,US$_2011,lognormal,"9850,6698|3,7",0.228573,,normal,"23570,16027.6|3,7",0.200537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.103-Time,0,144 SF,worker_day,lognormal,"7.68424,5.22754|3,7",0.338741,0,normal,"18.3765,12.4979|3,7",0.320492,0,lognormal,"32.616,32.616|3,7",0.281583,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.111-Cost,0,144 SF,US$_2011,lognormal,"16250,11050|3,7",0.24253,,normal,"54000,36720|3,7",0.192092,,lognormal,"65760,44716.8|3,7",0.149638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.111-Time,0,144 SF,worker_day,lognormal,"12.6707,8.61775|3,7",0.348311,0,normal,"42.0848,28.6166|3,7",0.315277,0,lognormal,"51.2476,34.8463|3,7",0.291361,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.112-Cost,0,144 SF,US$_2011,lognormal,"15750,10710|3,7",0.223733,,normal,"44400,30192|3,7",0.188719,,lognormal,"63990,43513.2|3,7",0.138802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.112-Time,0,144 SF,worker_day,lognormal,"12.2759,8.34771|3,7",0.335495,0,normal,"34.6124,23.5385|3,7",0.313233,0,lognormal,"49.8773,33.9175|3,7",0.285947,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.113-Cost,0,144 SF,US$_2011,lognormal,"15250,10370|3,7",0.203419,,normal,"34800,23664|3,7",0.183593,,lognormal,"62295,42360.6|3,7",0.127287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1044.113-Time,0,144 SF,worker_day,lognormal,"11.8812,8.07768|3,7",0.322303,0,normal,"27.1255,18.446|3,7",0.310171,0,lognormal,"48.5475,33.0104|3,7",0.280539,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1049.001a-Cost,0,1 EA,US$_2011,normal,"45287.5,30795.5|3,7",0.347519,,lognormal,"61925,42109|3,7",0.321283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1049.001a-Time,0,1 EA,worker_day,normal,"38.6276,26.2668|3,7",0.4281,0,lognormal,"52.8184,35.9165|3,7",0.407091,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1049.001b-Cost,0,1 EA,US$_2011,normal,"45287.5,30795.5|3,7",0.347519,,normal,"50287.5,34195.5|3,7",0.326558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1049.001b-Time,0,1 EA,worker_day,normal,"38.6276,26.2668|3,7",0.4281,0,normal,"42.8923,29.1667|3,7",0.411266,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1049.002a-Cost,0,1 EA,US$_2011,normal,"45287.5,30795.5|3,7",0.347519,,lognormal,"61925,42109|3,7",0.321283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1049.002a-Time,0,1 EA,worker_day,normal,"38.6276,26.2668|3,7",0.4281,0,lognormal,"52.8184,35.9165|3,7",0.407091,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1049.002b-Cost,0,1 EA,US$_2011,normal,"45287.5,30795.5|3,7",0.347519,,normal,"50287.5,34195.5|3,7",0.326558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1049.002b-Time,0,1 EA,worker_day,normal,"38.6276,26.2668|3,7",0.4281,0,normal,"42.8923,29.1667|3,7",0.411266,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1049.003a-Cost,0,1 EA,US$_2011,normal,"46037.5,31305.5|3,7",0.341739,,lognormal,"61925,42109|3,7",0.321283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1049.003a-Time,0,1 EA,worker_day,normal,"39.2673,26.7017|3,7",0.423421,0,lognormal,"52.8184,35.9165|3,7",0.407091,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1049.003b-Cost,0,1 EA,US$_2011,normal,"46037.5,31305.5|3,7",0.341739,,normal,"51037.5,34705.5|3,7",0.321749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1049.003b-Time,0,1 EA,worker_day,normal,"39.2673,26.7017|3,7",0.423421,0,normal,"43.532,29.6018|3,7",0.407458,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1049.011-Cost,0,1 EA,US$_2011,normal,"46787.5,31815.5|3,7",0.336149,,normal,"51787.5,35215.5|3,7",0.317079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1049.011-Time,0,1 EA,worker_day,normal,"39.907,27.1368|3,7",0.418922,0,normal,"44.1717,30.0368|3,7",0.403781,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1049.012-Cost,0,1 EA,US$_2011,normal,"47537.5,32325.5|3,7",0.330738,,normal,"52537.5,35725.5|3,7",0.312544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1049.012-Time,0,1 EA,worker_day,normal,"40.5467,27.5718|3,7",0.414593,0,normal,"44.8114,30.4717|3,7",0.40023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1049.021a-Cost,0,1 EA,US$_2011,normal,"44537.5,30285.5|3,7",0.353497,,lognormal,"61925,42109|3,7",0.321283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1049.021a-Time,0,1 EA,worker_day,normal,"37.9879,25.8318|3,7",0.432967,0,lognormal,"52.8184,35.9165|3,7",0.407091,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1049.021b-Cost,0,1 EA,US$_2011,normal,"44537.5,30285.5|3,7",0.353497,,normal,"49537.5,33685.5|3,7",0.331513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1049.021b-Time,0,1 EA,worker_day,normal,"37.9879,25.8318|3,7",0.432967,0,normal,"42.2526,28.7318|3,7",0.415212,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1049.022a-Cost,0,1 EA,US$_2011,normal,"45287.5,30795.5|3,7",0.347519,,lognormal,"61925,42109|3,7",0.321283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1049.022a-Time,0,1 EA,worker_day,normal,"38.6276,26.2668|3,7",0.4281,0,lognormal,"52.8184,35.9165|3,7",0.407091,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
